Event	ID	Name			Wwise Object Path	Notes
	784302017	Play_damage			\Default Work Unit\Play_damage	
	1519321238	Play_attack			\Default Work Unit\Play_attack	
	1821282047	Play_random_foley			\Default Work Unit\Play_random_foley	
	2291232698	Play_Staff_Hit			\Default Work Unit\Play_Staff_Hit	
	2538959999	Play_FTS			\Default Work Unit\Play_FTS	
	3689126666	Play_jump			\Default Work Unit\Play_jump	
	3707491759	Play_Staff_Swing			\Default Work Unit\Play_Staff_Swing	
	3948925255	Play_Splash			\Default Work Unit\Play_Splash	
	4285282925	Play_land			\Default Work Unit\Play_land	

Switch Group	ID	Name			Wwise Object Path	Notes
	354267144	Terrain			\Default Work Unit\Terrain	

Switch	ID	Name	Switch Group			Notes
	2058049674	Wood	Terrain			
	2185786256	Gravel	Terrain			
	2195636714	Dirt	Terrain			
	2473969246	Metal	Terrain			
	2654748154	Water	Terrain			
	4248645337	Grass	Terrain			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	734870306	KS_Battle Efforts 2_1-005	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\5E\{5E924497-9907-EC9E-2762-591353EDE3C5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-005		65332
	740916540	KS_Basic Cloth_Bag_1-017	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\7F\{7F471092-CA73-4867-8172-641F9D91D3A5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-017		147552
	741244450	KS_Battle Efforts 2_1-004	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\9F\{9FF3B902-E2FE-93AD-1C87-782D5FB041F9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-004		50132
	760864040	Staff_Hit-001	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\BB\{BBAB3F7E-624B-003C-DC9C-E759EBC71E57}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Staff\Staff_Hit\Staff_Hit-001		148004
	760964689	AK_FS_Run_Gravel_01	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\86\{86807691-21CC-81DD-F7DD-BC4F19D72232}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Gravel\AK_FS_Run_Gravel_01		24648
	779426932	KS_Basic Cloth_Jacket_1-004	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\28\{28888EF5-62A0-0907-CA0C-9B208D5A2796}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-004		170080
	807761794	Staff_Hit-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\74\{74DC4DD9-1E2B-D879-CE28-CF459554EFC7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Staff\Staff_Hit\Staff_Hit-002		475348
	816436472	Footsteps, Human, Boots, Cobblestone, Walk, Close SND125736 7	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\B6\{B6FE2968-FC5F-382D-9225-A5E2F1AB1158}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Wood\Footsteps, Human, Boots, Cobblestone, Walk, Close SND125736 7		31062
	845770437	KS_Basic Cloth_Bag_1-012	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\C5\{C50AABFC-C64F-DA11-2448-826B71892371}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-012		147552
	850718837	KS_Basic Cloth_Keys_1-005	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\A2\{A2C2869C-90A3-C193-16FA-9713B0591730}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-005		223328
	858230495	HC_character_effort_land_down_2ch_15_04_26-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\E0\{E05A642F-1DE7-9ECB-4F53-CCC24EEA661E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\land\HC_character_effort_land_down_2ch_15_04_26-002		519136
	866613999	Footstep_Walking_Hardmetal_01	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\CB\{CB9CD5C8-1278-5978-0A25-55A58AE7A09B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Metal\Footstep_Walking_Hardmetal_01		29912
	876280758	KS_Basic Cloth_Bag_1-018	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\F3\{F349832F-2412-7166-C344-D949589DC793}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-018		157792
	878615673	KS_Basic Cloth_Bag_1-011	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\A9\{A9D48E89-3E18-CCAF-666F-5DF030EF4405}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-011		159840
	883473182	KS_Basic Cloth_Bag_1-005	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\A8\{A85D7FE2-22A7-5B9B-80EC-6EA056A97E6F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-005		223328
	883753204	KS_Basic Cloth_Jacket_1-001	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\E4\{E40B50AB-04D3-A3CB-BC87-D7CCB6F19C7A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-001		567892
	899101480	Footstep_Walking_Hardmetal_04	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\9B\{9BF9D4DF-CF6B-AE4B-AC2B-31A2FEE53B01}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Metal\Footstep_Walking_Hardmetal_04		29644
	903724020	KS_Basic Cloth_Keys_1-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\D4\{D48B5C7F-EA8F-54D1-9278-1A692E254BB5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-002		222708
	909433450	HC_character_effort_jump_up_2ch_15_04_26-001	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\D9\{D9C7145C-8617-BC10-B349-F8BDAA9C707B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\jump\HC_character_effort_jump_up_2ch_15_04_26-001		113536
	911532468	Footsteps, Human, Boots, Cobblestone, Walk, Close SND125736 16	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\B7\{B7A211BD-41B4-59F1-F12B-E025BA62FDD4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Wood\Footsteps, Human, Boots, Cobblestone, Walk, Close SND125736 16		34012
	921167372	KS_Basic Cloth_Leather_1-005	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\5F\{5F26441C-050D-76AB-C03C-60E528EC4C99}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-005		223328
	925715677	FS_Dirt_02	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\13\{13E53E2B-07B5-5A64-7EE2-2FF157ED84C5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Dirt\FS_Dirt_02		42550
	930376611	HC_character_effort_land_down_2ch_15_04_26-001	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\CF\{CF87E82B-90CE-8FC0-E9F6-76B881876771}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\land\HC_character_effort_land_down_2ch_15_04_26-001		68760
	938450991	KS_Basic Cloth_Jacket_1-007	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\10\{101BF82D-16CF-1CD8-A950-48571D2D05FC}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-007		239712
	939158898	KS_Battle Efforts 2_1-011	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\5D\{5D604037-EB8F-5720-5327-B06F4EBDBFB6}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\damage\KS_Battle Efforts 2_1-011		65640
	956420844	KS_Battle Efforts 2_1-023	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\4B\{4BB563C4-EC56-FC57-1036-0F2CEF8B3574}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-023		63580
	963593159	FS_Dirt_04	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\27\{27E8F152-ED1C-6A4A-28A2-440486DB92CC}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Dirt\FS_Dirt_04		40366
	972055532	Footstep_Walking_Hardmetal_03	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\47\{47F348DA-AEE4-930D-EE89-4939801C9F5F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Metal\Footstep_Walking_Hardmetal_03		37640
	984843445	KS_Basic Cloth_Leather_1-016	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\A4\{A409668D-B7FF-C833-FDAF-C9EBA7F3F75B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-016		141408
	986963412	KS_Battle Efforts 2_1-014	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\66\{669C5367-ED52-2749-3C2F-FF6708DC3AA8}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\damage\KS_Battle Efforts 2_1-014		59940
	1000775416	Chemicals, Acid, Burn, Short Sizzle, Fizz SND22204	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\8C\{8CC00792-8DFC-3026-544B-055D2A05BD77}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Splash\Splash\Splah_Blend\Chemicals, Acid, Burn, Short Sizzle, Fizz SND22204		418136
	1008176833	Water, Bubbles, Blow Through Straw Into Water In Plastic Cup SND21363	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\52\{52B1FFB2-025B-ED65-0E17-1F59BD816B18}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Splash\Splash\Splah_Blend\Water, Bubbles, Blow Through Straw Into Water In Plastic Cup SND21363		392460
	1029915027	KS_Basic Cloth_Keys_1-012	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\8F\{8FA2DDDA-6F18-54AE-699F-B81DE6521DC3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-012		147552
	1034783617	KS_Basic Cloth_Leather_1-013	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\05\{056421F5-C200-5424-1788-0A9225E5590B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-013		182368
	1049210878	KS_Basic Cloth_Jacket_1-015	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\C0\{C062F019-4783-883A-D934-F25518F904BB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-015		153696
	1051481461	Staff_Hit_03	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\9F\{9FA6D113-370C-3755-7867-5540F6BA6A39}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Staff\Staff_Hit\Staff_Hit_03		293936
	1057941787	KS_Basic Cloth_Keys_1-014	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\84\{84CD4ADB-A450-D067-86A0-78EDC60F09A3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-014		161888
	1065669078	KS_Basic Cloth_Leather_1-003	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\E3\{E3E51EFB-EF81-412F-FF84-F0B04B9D299C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-003		163936
	1065845762	Staff_Swish-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\8F\{8F198129-376A-46A9-80A7-7124A10B2AF9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Staff\Staff_Swing\Staff_Swish-002		579932
	1069055279	KS_Basic Cloth_Keys_1-010	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\80\{8013710A-C9CE-FB49-91A0-B3384C4B2F16}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-010		237664
	1072962188	KS_Basic Cloth_Leather_1-001	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\10\{10E09E7F-2BD2-F8FC-5876-00F1C128C60C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-001		567892

